Tag,Placas,No.Economico,Clase,Tipo de tag,Estatus,Saldo,Modificado por
IMDM24204090..,99E172,19036,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204089..,99E287,19027,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204088..,99E241,19031,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204087..,99E038,19021,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204086..,98E558,19003,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204085..,99E100,19017,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204084..,99E035,19022,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204083..,99E537,19026,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204082..,99E151,19015,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204081..,99E098,19016,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204080..,99E034,19023,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204079..,99E237,19012,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204078..,99E033,19008,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204077..,99E286,19041,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204076..,99E162,19030,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204075..,99E173,19034,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204074..,99E142,19032,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204073..,99E145,19033,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204072..,99E234,19037,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204071..,99E290,19038,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204070..,99E288,19039,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204069..,R76AHK,16093,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204068..,R94AHK,16002,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204067..,M23AVT,18181,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204066..,L74AVT,18145,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204065..,K27AVT,18175,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204064..,L40AUU,18080,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204063..,1910CK,10045,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204062..,1D2LP,16156,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204061..,Z67APJ,17157,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204060..,P65AVT,18118,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204059..,P23AVT,18131,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204058..,K77AVT,18166,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204057..,N39AVT,18133,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204056..,K62AVT,18161,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204055..,4F4AL,17221,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204054..,L60AVT,18155,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204053..,M90AVT,18109,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204052..,P94AVT,18126,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204051..,N29AVT,18025,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204050..,N40AVT,18169,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204049..,L52AVT,18054,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204048..,M86AVT,18038,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204047..,K98AVT,18012,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204046..,Nuevo,Por asignar,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204045..,A19AMW,17007,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204044..,P47AVT,18007,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204043..,K80AVT,18179,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204042..,U71AHK,16116,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204041..,M44AVT,18180,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204040..,4F4AL,17221,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204039..,L23AVT,18177,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204038..,K83AVT,18176,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204037..,N91AVT,18113,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204036..,M09AVT,18170,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204035..,M73AVT,18168,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204034..,K43AVT,18167,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204033..,K77AVT,18166,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204032..,L73AVT,18165,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204031..,L14AVT,18164,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204030..,K57AVT,18163,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204029..,L99AVT,18162,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204028..,K66AVT,18157,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204027..,L84AVT,18156,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204026..,K97AVT,18154,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204025..,K04AVT,18153,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204024..,K20AVT,18152,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204023..,L56AVT,18151,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204022..,P83AVT,18150,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204021..,L78AVT,18147,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204020..,P21AVT,18141,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204019..,U98AVT,18140,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204018..,P91AVT,18139,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204017..,M31AVT,18137,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204016..,M12AVT,18136,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204015..,P14AVT,18135,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204014..,P25AVT,18128,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204013..,P24AVT,18127,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204012..,M42AVT,18125,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204011..,P52AVT,18123,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204010..,M50AVT,18122,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204009..,N85AVT,18120,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204008..,N30AVT,18119,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204007..,K67AVT,18143,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204006..,R62AVT,18114,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204005..,Por asigna,por asignar,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204004..,P74AVT,18112,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204003..,P13AVT,18107,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204002..,M96AVT,18105,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24204001.., , ,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24204000..,P07AVT,18101,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203999..,N56AVT,18100,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24203998..,P81AVT,18098,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203997..,N20AVT,18095,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203996..,K17AVT,18094,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203995..,M04AVT,18093,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24203994..,P46AVT,18092,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203993..,M48AVT,18088,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203992..,M99AVT,18087,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203991..,M40AVT,18084,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203990..,P72AVT,18083,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203989..,P22AVT,18082,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203988..,P16AVT,18077,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203987..,N80AVT,18076,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203986..,P68AVT,18071,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203985..,K93AVT,18069,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24203984..,P96AVT,18074,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203983..,L87AVT,18172,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203982..,L81AVT,18062,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203981..,P41AVT,18061,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203980..,L31AVT,18057,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203979..,04F837,19229,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203978..,K89AVT,18055,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24203977..,K52AVT,18049,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203976..,L57AVT,18048,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24203975..,K91AVT,18046,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203974..,L24AVT,18045,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM24203973..,K44AVT,18043,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM24203972..,L75AVT,18042,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968921..,L96AVT,18041,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968920..,K46AVT,18040,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968919..,M48AUU,18186,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968918..,L27AVT,18037,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968917..,P62AVT,18036,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968916..,M54AVT,18035,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968915..,N57AVT,18034,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968914..,L11AVT,18033,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968913..,L92AVT,18032,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968912..,P05AVT,18031,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968911..,M60AVT,18030,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968910..,P88AVT,18029,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968909..,N98AVT,18116,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968908..,P26AVT,18024,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968907..,M85AVT,18023,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968906..,P35AVT,18022,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968905..,N75AVT,18020,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968904..,P95AVT,18019,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968903..,M26AUU,18194,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968902..,L80AVT,18016,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968901..,L26AVT,18015,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968900..,L28AVT,18014,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968899..,N67AVT,18013,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968898..,P73AVT,18017,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968897..,M93AVT,18011,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968896..,K08AVT,18008,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968895..,K92AVT,18053,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968894..,L02AVT,18006,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968893..,J39APT,17214,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968892..,E96AHR,16018,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968891..,L04AUU,18063,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968890..,S64AHK,16014,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968889..,K75APL,17187,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968888..,J83AEW,15202,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968887..,E96AHR,16018,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968886..,L13AUU,18185,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968885..,D96AEX,15214,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968884..,T29APJ,17035,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968883..,K66AUU,18004,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968882..,L49AUU,18184,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968881..,K99AUU,18195,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968880..,M24AUU,18193,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968879..,Z67BDN,18192,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968878..,L77AUU,18191,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968877..,M05AUU,18190,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968876..,L61AUU,18189,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968875..,J74AUU,18188,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968874..,L09AUU,18187,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968873..,Z51APJ,17178,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968872..,S30APJ,17172,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968871..,6D2HA,16136,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968870..,K52AND,17205,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968869..,X43APC,17112,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968868..,L50APL,17078,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968867..,X08APC,17074,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968866..,M95AVT,18005,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968865..,425ZZT,14203,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968864..,S09APJ,17152,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968863..,J34ATU,18001,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968862..,266ZMV,14155,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968861..,B53ALA,16159,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968860..,M75AUU,18197,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968859..,E17AHR,16031,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968858..,L79AUU,18047,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968857..,L08AUU,18079,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968856..,3F4AL,17211,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968855..,M21AUU,18027,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968854..,3F4AL,17211,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968853..,L85AUU,18110,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968852..,M63AUU,18102,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968851..,K90AUU,18090,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968850..,J71AUU,18089,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968849..,M30AUU,18059,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968848..,L19AUU,18117,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968847..,M32AUU,18108,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968846..,L25AUU,18086,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968845..,M35AUU,18060,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968844..,M97AUU,18039,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968843..,L99AUU,18028,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968842..,M36AUU,18070,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968841..,338ZMV,14162,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968840..,3F1AL,17224,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968839..,4F4AL,17221,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968838..,618ZMU,14143,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968837..,3F5AL,17223,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968836..,3F6AL,17220,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968835..,3F7AL,17218,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968834..,4F1AL,17217,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968833..,3F2AL,17216,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968832..,3F4AL,17211,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968831..,J31APL,17105,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968830..,T52APJ,17193,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968829..,E36AHR,16027,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968828..,J34APL,17011,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968827..,R96AHK,16065,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968826..,F09ADB,15136,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968825..,U96APJ,17121,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968824..,M94ACD,15016,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968823..,X08AEU,15186,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968822..,M56APR,17146,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968821..,528WZX,10001,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968820..,266ZMV,14155,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968819..,1D4LP,16154,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968818..,L05AHK,16009,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968817..,T99APJ,17102,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968816..,D52AEX,15212,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968815..,U39ACD,15132,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968814..,1D5LP,16153,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968813..,Y89ARM,17212,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968812..,Y16ARM,17213,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968811..,F86ADB,15139,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968810..,S76AHK,16121,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968809..,J45APL,17180,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968808..,Nuevo,Por asignar,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968807..,K82APL,17198,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968806..,Z14APJ,17164,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968805..,X49APC,17116,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968804..,J79APL,17108,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968803..,S71APJ,17092,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968802..,J39APT,17214,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968801..,6D5HA,16137,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968800..,P29APL,17188,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968799..,K86APL,17186,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968798..,K72APL,17185,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968797..,X72ANZ,17048,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968796..,J45APL,17180,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968795..,J73APL,17179,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968794..,T31APJ,17184,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968793..,Z91APJ,17175,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968792..,S30APJ,17172,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968791..,S10APJ,17171,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968790..,S24APJ,17168,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968789..,K98APL,17167,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968788..,P62APL,17166,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968787..,K83APL,17162,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968786..,K84APL,17158,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968785..,Z67APJ,17157,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968784..,X38APC,17155,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968783..,S09APJ,17152,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968782..,Y65APJ,17151,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968781..,K73APL,17150,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968780..,J65APL,17149,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968779..,P67APL,17148,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968778..,P15APL,17147,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968777.., , ,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968776..,L35APL,17144,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968775..,P39APL,17140,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968774..,X46APC,17137,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968773..,K40APL,17136,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968772..,L78APL,17134,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968771..,K30APL,17132,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968770..,P34APL,17131,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968769..,J41APL,17128,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968768..,J46APL,17124,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968767..,T70APJ,17123,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968766..,P85APL,17122,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968765..,U96APJ,17121,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968764..,K03APL,17119,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968763..,J61APL,17114,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968762..,J02APL,17113,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968761..,J82APL,17111,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968760..,J97APL,17110,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968759..,J07APL,17109,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968758..,J93APL,17107,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968757..,J58APL,17103,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968756..,K21APL,17101,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968755..,T51APJ,17100,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968754..,S73APJ,17096,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968753..,K95APL,17095,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968752..,A19AMW,17007,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968751..,J49APL,17089,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968750..,P02APL,17088,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968749..,K10APL,17086,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968748..,J59APL,17085,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968747..,X23APC,17084,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968746..,J42APL,17083,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968745..,T07APJ,17081,1,CALCOMANIA IMDM PASE,Activo,$0.00,
IMDM22968744..,J83APL,17079,1,CALCOMANIA IMDM PASE,Inactivo,$0.00,
IMDM22968743..,T12APJ,17075,1,CALCOMANIA IMDM PASE,Activo,$0.00,
